period,clock,abs_seconds_elapsed,score,event_text,bucket,impact_score,reason_code
2,1:47.0,1333.0,-,MISS Champagnie 24' 3PT Jump Shot,good,1.83,SAS_MISS_FG
2,1:43.0,1337.0,-,Towns REBOUND (Off:0 Def:7),good,0.92,NYK_REB_D
2,1:22.0,1358.0,-,MISS Anunoby 3PT Jump Shot,bad,-2.13,NYK_MISS_FG_STOP_LEADCHG
2,1:20.0,1360.0,-,Vassell REBOUND (Off:0 Def:3),bad,-0.92,SAS_REB_D
2,1:14.0,1366.0,-,Wembanyama Backcourt Turnover (P1.T6),good,2.78,SAS_TOV_CLUTCH
2,1:09.0,1371.0,-,Harper P.FOUL (P3.T4) (T.Ford),neutral,0.0,FOUL_NEUTRAL
2,1:09.0,1371.0,-,SUB: Johnson FOR Harper,neutral,0.0,NEUTRAL
2,1:00.0,1380.0,-,MISS Brunson 14' Turnaround Fadeaway Shot,bad,-2.16,NYK_MISS_FG_CLUTCH_STOP_LEADCHG
2,0:58.2,1381.8,-,Fox REBOUND (Off:0 Def:2),bad,-0.93,SAS_REB_D_CLUTCH
2,0:55.2,1384.8,-,Johnson Offensive Charge Foul (P1) (J.Tiven),neutral,0.0,NEUTRAL
2,0:55.2,1384.8,-,Johnson Offensive Foul Turnover (P1.T7),good,2.79,SAS_TOV_CLUTCH
2,0:38.3,1401.7,53-52,Bridges 6' Floating Jump Shot (11 PTS) (Towns 3 AST),good,3.13,NYK_MADE_2_CLUTCH_LEADCHG
2,0:24.6,1415.4,-,Wembanyama Bad Pass Turnover (P2.T8),good,2.82,SAS_TOV_CLUTCH
2,0:24.6,1415.4,-,Brunson STEAL (2 STL),good,2.82,NYK_STEAL_CLUTCH
2,0:10.4,1429.6,56-52,Towns 3PT Jump Shot (17 PTS) (Bridges 3 AST),good,3.75,NYK_MADE_3_CLUTCH
2,0:00.0,1440.0,-,MISS Fox 9' Pullup Jump Shot,good,1.88,SAS_MISS_FG_CLUTCH
2,0:00.0,1440.0,-,SPURS Rebound,bad,-0.94,SAS_REB_TEAM_CLUTCH
2,0:00.0,1440.0,56-52,End of 2nd Period (9:56 PM EST),neutral,0.0,NEUTRAL
3,12:00.0,1440.0,56-52,Start of 3rd Period (10:13 PM EST),neutral,0.0,NEUTRAL
3,11:39.0,1461.0,-,MISS Brunson 24' 3PT Jump Shot,bad,-1.89,NYK_MISS_FG_CLUTCH
3,11:37.0,1463.0,-,Towns REBOUND (Off:1 Def:7),good,0.95,NYK_REB_D_CLUTCH
3,11:37.0,1463.0,58-52,Towns Putback Layup (19 PTS),good,2.82,NYK_MADE_2_CLUTCH
3,11:20.0,1480.0,-,Towns P.FOUL (P2.T1) (J.Tiven),neutral,0.0,FOUL_NEUTRAL
3,11:17.0,1483.0,-,Castle Bad Pass Turnover (P1.T9),good,2.84,SAS_TOV_CLUTCH
3,11:17.0,1483.0,-,Brunson STEAL (3 STL),good,2.84,NYK_STEAL_CLUTCH
3,11:04.0,1496.0,-,MISS Towns 7' Driving Floating Jump Shot,bad,-1.9,NYK_MISS_FG_CLUTCH
3,11:02.0,1498.0,-,Vassell REBOUND (Off:0 Def:4),bad,-0.95,SAS_REB_D_CLUTCH
3,10:46.0,1514.0,58-54,Wembanyama 17' Pullup Jump Shot (9 PTS),bad,-2.88,SAS_MADE_2_CLUTCH
3,10:28.0,1532.0,61-54,Anunoby 24' 3PT Jump Shot (10 PTS) (Bridges 4 AST),good,3.83,NYK_MADE_3
3,10:19.0,1541.0,-,MISS Champagnie 6' Driving Layup,good,1.92,SAS_MISS_FG
3,10:19.0,1541.0,-,Anunoby BLOCK (2 BLK),good,1.92,NYK_BLOCK
3,10:17.0,1543.0,-,Towns REBOUND (Off:1 Def:8),good,0.96,NYK_REB_D
3,10:05.0,1555.0,-,Towns Lost Ball Turnover (P1.T8),bad,-2.89,NYK_TOV
3,10:05.0,1555.0,-,Castle STEAL (1 STL),bad,-2.89,SAS_STEAL
3,10:00.0,1560.0,-,MISS Castle 4' Running Layup,good,1.93,SAS_MISS_FG
3,10:00.0,1560.0,-,Hart BLOCK (1 BLK),good,1.93,NYK_BLOCK
3,9:59.0,1561.0,-,Hart REBOUND (Off:0 Def:4),good,0.96,NYK_REB_D
3,9:59.0,1561.0,-,Champagnie P.FOUL (P1.T1) (T.Ford),neutral,0.0,FOUL_NEUTRAL
3,9:43.0,1577.0,-,MISS Hart 25' 3PT Jump Shot,bad,-1.94,NYK_MISS_FG
3,9:39.0,1581.0,-,Vassell REBOUND (Off:0 Def:5),bad,-0.97,SAS_REB_D
3,9:30.0,1590.0,-,MISS Wembanyama 27' 3PT Jump Shot,good,1.95,SAS_MISS_FG
3,9:25.0,1595.0,-,Hart REBOUND (Off:0 Def:5),good,0.97,NYK_REB_D
3,9:21.0,1599.0,64-54,Brunson 26' 3PT Running Pull-Up Jump Shot (13 PTS) (Hart 3 AST),good,3.86,NYK_MADE_3
3,9:20.0,1600.0,-,SPURS Timeout: Regular (Full 3 Short 0),good,0.96,SAS_TIMEOUT
3,9:11.0,1609.0,-,Fox Backcourt Turnover (P3.T10),good,2.9,SAS_TOV
3,8:59.0,1621.0,-,Brunson Bad Pass Turnover (P4.T9),bad,-2.91,NYK_TOV
3,8:59.0,1621.0,-,Wembanyama STEAL (2 STL),bad,-2.91,SAS_STEAL
3,8:56.0,1624.0,64-56,Fox 7' Running Pull-Up Jump Shot (14 PTS) (Wembanyama 2 AST),bad,-2.94,SAS_MADE_2
3,8:56.0,1624.0,-,Hart S.FOUL (P4.T2) (T.Ford),neutral,0.0,FOUL_NEUTRAL
3,8:56.0,1624.0,-,SUB: Shamet FOR Hart,neutral,0.0,NEUTRAL
3,8:56.0,1624.0,64-57,Fox Free Throw 1 of 1 (15 PTS),bad,-0.98,SAS_MADE_FT
3,8:33.0,1647.0,67-57,Bridges 25' 3PT Step Back Jump Shot (14 PTS) (Shamet 1 AST),good,3.91,NYK_MADE_3
3,8:09.0,1671.0,-,Wembanyama OFF.Foul (P1) (T.Ford),neutral,0.0,NEUTRAL
3,8:09.0,1671.0,-,Wembanyama Offensive Foul Turnover (P3.T11),good,2.95,SAS_TOV
3,7:46.0,1694.0,-,Knicks Turnover: Shot Clock (T#10),bad,-2.97,NYK_TOV
3,7:30.0,1710.0,67-59,Wembanyama 2' Dunk (11 PTS) (Castle 3 AST),bad,-3.01,SAS_MADE_2
3,7:07.0,1733.0,70-59,Shamet 3PT Jump Shot (7 PTS) (Brunson 3 AST),good,4.0,NYK_MADE_3
3,6:50.0,1750.0,-,MISS Vassell 3PT Jump Shot,good,2.01,SAS_MISS_FG
3,6:49.0,1751.0,-,Wembanyama REBOUND (Off:2 Def:4),bad,-1.0,SAS_REB_D
3,6:49.0,1751.0,-,MISS Wembanyama Tip Layup Shot,good,2.01,SAS_MISS_FG
3,6:49.0,1751.0,-,Wembanyama REBOUND (Off:3 Def:4),bad,-1.0,SAS_REB_D
3,6:48.0,1752.0,70-61,Wembanyama Tip Layup Shot (13 PTS),bad,-3.03,SAS_MADE_2
3,6:38.0,1762.0,-,Fox P.FOUL (P1.T2) (J.Tiven),neutral,0.0,FOUL_NEUTRAL
3,6:38.0,1762.0,-,SUB: Harper FOR Fox,neutral,0.0,NEUTRAL
3,6:38.0,1762.0,-,SUB: Johnson FOR Champagnie,neutral,0.0,NEUTRAL
3,6:29.0,1771.0,72-61,Towns 2' Driving Layup (21 PTS),good,3.03,NYK_MADE_2
3,6:17.0,1783.0,-,Towns S.FOUL (P3.T3) (T.Brothers),neutral,0.0,FOUL_NEUTRAL
3,6:17.0,1783.0,72-62,Wembanyama Free Throw 1 of 2 (14 PTS),bad,-1.01,SAS_MADE_FT
3,6:17.0,1783.0,-,MISS Wembanyama Free Throw 2 of 2,good,1.01,SAS_MISS_FT
3,6:14.0,1786.0,-,Bridges REBOUND (Off:0 Def:5),good,1.01,NYK_REB_D
3,6:01.0,1799.0,-,Towns OFF.Foul (P4) (T.Brothers),neutral,0.0,NEUTRAL
3,6:01.0,1799.0,-,Towns Offensive Foul Turnover (P2.T11),bad,-3.05,NYK_TOV
3,6:01.0,1799.0,-,SUB: Robinson FOR Towns,neutral,0.0,NEUTRAL
3,5:48.0,1812.0,-,MISS Harper 25' 3PT Jump Shot,good,2.04,SAS_MISS_FG
3,5:47.0,1813.0,-,Johnson REBOUND (Off:1 Def:1),bad,-1.02,SAS_REB_D
3,5:45.0,1815.0,72-64,Johnson 1' Putback Layup (2 PTS),bad,-3.11,SAS_MADE_2
3,5:20.0,1840.0,-,MISS Brunson 3' Driving Floating Bank Jump Shot,bad,-2.09,NYK_MISS_FG
3,5:18.0,1842.0,-,Johnson REBOUND (Off:1 Def:2),bad,-1.05,SAS_REB_D
3,5:10.0,1850.0,72-67,Castle 26' 3PT Jump Shot (10 PTS) (Johnson 2 AST),bad,-4.3,SAS_MADE_3_CLUTCH
3,4:53.0,1867.0,-,MISS Brunson 9' Pullup Jump Shot,bad,-2.16,NYK_MISS_FG_CLUTCH
3,4:52.0,1868.0,-,Brunson REBOUND (Off:1 Def:2),good,1.08,NYK_REB_D_CLUTCH
3,4:51.0,1869.0,-,MISS Brunson Tip Layup Shot,bad,-2.16,NYK_MISS_FG_CLUTCH
3,4:50.0,1870.0,-,Johnson REBOUND (Off:1 Def:3),bad,-1.08,SAS_REB_D_CLUTCH
3,4:41.0,1879.0,-,MISS Wembanyama 1' Running Alley Oop Dunk Shot,good,2.17,SAS_MISS_FG_CLUTCH
3,4:39.0,1881.0,-,Shamet REBOUND (Off:0 Def:1),good,1.09,NYK_REB_D_CLUTCH
3,4:33.0,1887.0,74-67,Bridges 11' Running Jump Shot (16 PTS) (Brunson 4 AST),good,3.21,NYK_MADE_2
3,4:17.0,1903.0,-,Castle Bad Pass Turnover (P2.T12),good,3.23,SAS_TOV
3,4:17.0,1903.0,-,Robinson STEAL (1 STL),good,3.23,NYK_STEAL
3,3:55.0,1925.0,-,MISS Shamet 17' Pullup Jump Shot,bad,-2.17,NYK_MISS_FG
3,3:53.0,1927.0,-,Vassell REBOUND (Off:0 Def:6),bad,-1.08,SAS_REB_D
3,3:45.0,1935.0,74-70,Wembanyama 26' 3PT Pullup Jump Shot (17 PTS),bad,-4.48,SAS_MADE_3_CLUTCH
3,3:30.0,1950.0,76-70,Anunoby 2' Driving Layup (12 PTS) (Brunson 5 AST),good,3.31,NYK_MADE_2_CLUTCH
3,3:19.0,1961.0,76-72,Castle 2' Driving Finger Roll Layup (12 PTS),bad,-3.4,SAS_MADE_2_CLUTCH
3,3:19.0,1961.0,-,Knicks Timeout: Regular (Reg.3 Short 0),bad,-1.13,NYK_TIMEOUT_CLUTCH
3,3:19.0,1961.0,-,SUB: Kornet FOR Wembanyama,neutral,0.0,NEUTRAL
3,3:19.0,1961.0,-,SUB: Champagnie FOR Vassell,neutral,0.0,NEUTRAL
3,3:19.0,1961.0,-,SUB: McBride FOR Anunoby,neutral,0.0,NEUTRAL
3,3:19.0,1961.0,-,SUB: Alvarado FOR Brunson,neutral,0.0,NEUTRAL
3,3:06.0,1974.0,-,McBride Lost Ball Turnover (P2.T12),bad,-3.41,NYK_TOV_CLUTCH
3,3:06.0,1974.0,-,Johnson STEAL (1 STL),bad,-3.41,SAS_STEAL_CLUTCH
3,2:49.0,1991.0,-,MISS Castle 26' 3PT Pullup Jump Shot,good,2.29,SAS_MISS_FG_CLUTCH
3,2:44.0,1996.0,-,Shamet REBOUND (Off:0 Def:2),good,1.15,NYK_REB_D_CLUTCH
3,2:26.0,2014.0,78-72,McBride 12' Step Back Jump Shot (2 PTS) (Shamet 2 AST),good,3.39,NYK_MADE_2_CLUTCH
3,2:03.0,2037.0,-,MISS Castle 7' Driving Floating Jump Shot,good,2.28,SAS_MISS_FG_CLUTCH
3,2:01.0,2039.0,-,Bridges REBOUND (Off:0 Def:6),good,1.14,NYK_REB_D_CLUTCH
3,1:50.0,2050.0,80-72,Bridges 13' Pullup Jump Shot (18 PTS) (McBride 2 AST),good,3.35,NYK_MADE_2
3,1:35.0,2065.0,-,Robinson S.FOUL (P2.T4) (T.Ford),neutral,0.0,FOUL_NEUTRAL
3,1:35.0,2065.0,-,MISS Johnson Free Throw 1 of 2,good,1.12,SAS_MISS_FT
3,1:35.0,2065.0,-,SPURS Rebound,bad,-1.12,SAS_REB_TEAM
3,1:35.0,2065.0,-,SUB: Fox FOR Castle,neutral,0.0,NEUTRAL
3,1:35.0,2065.0,-,SUB: Wembanyama FOR Kornet,neutral,0.0,NEUTRAL
3,1:35.0,2065.0,80-73,Johnson Free Throw 2 of 2 (3 PTS),bad,-1.14,SAS_MADE_FT
3,1:15.0,2085.0,82-73,Bridges 10' Pullup Jump Shot (20 PTS),good,3.34,NYK_MADE_2
3,0:56.3,2103.7,-,MISS Johnson 26' 3PT Jump Shot,good,2.24,SAS_MISS_FG
3,0:54.3,2105.7,-,Alvarado REBOUND (Off:0 Def:1),bad,-1.12,SAS_REB_D
3,0:40.2,2119.8,-,MISS Shamet 21' Jump Shot,bad,-2.25,NYK_MISS_FG
3,0:40.2,2119.8,-,Knicks Rebound,good,1.12,NYK_REB_TEAM
3,0:35.0,2125.0,84-73,Robinson 1' Alley Oop Dunk (7 PTS) (Bridges 5 AST),good,3.33,NYK_MADE_2
3,0:19.6,2140.4,84-75,Wembanyama 14' Pullup Jump Shot (19 PTS) (Fox 3 AST),bad,-3.39,SAS_MADE_2
3,0:04.9,2155.1,-,MISS Alvarado 25' 3PT Jump Shot,good,2.27,SAS_MISS_FG
3,0:01.2,2158.8,-,Alvarado REBOUND (Off:1 Def:1),bad,-1.14,SAS_REB_D
3,0:01.2,2158.8,-,MISS Alvarado 12' Driving Floating Jump Shot,good,2.27,SAS_MISS_FG
3,0:00.8,2159.2,-,Knicks Rebound,good,1.14,NYK_REB_TEAM
3,0:00.0,2160.0,84-75,End of 3rd Period (10:40 PM EST),neutral,0.0,NEUTRAL
4,12:00.0,2160.0,84-75,Start of 4th Period (10:43 PM EST),neutral,0.0,NEUTRAL
4,11:44.0,2176.0,-,Robinson P.FOUL (P3.T1) (J.Tiven),neutral,0.0,FOUL_NEUTRAL
4,11:34.0,2186.0,-,MISS Johnson 3' Driving Layup,good,2.29,SAS_MISS_FG
4,11:34.0,2186.0,-,Robinson BLOCK (1 BLK),good,2.29,NYK_BLOCK
4,11:31.0,2189.0,-,Robinson REBOUND (Off:0 Def:2),good,1.14,NYK_REB_D
4,11:12.0,2208.0,-,MISS McBride 12' Pullup Jump Shot,bad,-2.3,NYK_MISS_FG
4,11:12.0,2208.0,-,McBride REBOUND (Off:2 Def:0),good,1.15,NYK_REB_D
4,11:07.0,2213.0,-,MISS Bridges 27' 3PT Jump Shot,bad,-2.3,NYK_MISS_FG
4,11:04.0,2216.0,-,Alvarado REBOUND (Off:2 Def:1),bad,-1.15,SAS_REB_D
4,11:01.0,2219.0,87-75,Shamet 26' 3PT Jump Shot (10 PTS) (Alvarado 2 AST),good,4.55,NYK_MADE_3
4,10:44.0,2236.0,87-78,Wembanyama 27' 3PT Jump Shot (22 PTS) (Castle 4 AST),bad,-4.63,SAS_MADE_3
4,10:25.0,2255.0,-,MISS Bridges 1' Driving Layup,bad,-2.33,NYK_MISS_FG
4,10:22.0,2258.0,-,Robinson REBOUND (Off:1 Def:2),good,1.17,NYK_REB_D
4,10:22.0,2258.0,-,Robinson Lost Ball Turnover (P1.T13),bad,-3.5,NYK_TOV
4,10:22.0,2258.0,-,Fox STEAL (1 STL),bad,-3.5,SAS_STEAL
4,10:15.0,2265.0,-,SUB: Harper FOR Johnson,neutral,0.0,NEUTRAL
4,10:15.0,2265.0,-,SUB: Towns FOR McBride,neutral,0.0,NEUTRAL
4,10:15.0,2265.0,-,SUB: Brunson FOR Alvarado,neutral,0.0,NEUTRAL
4,10:15.0,2265.0,-,SUB: Hart FOR Robinson,neutral,0.0,NEUTRAL
4,10:11.0,2269.0,87-80,Castle 2' Cutting Dunk Shot (14 PTS) (Vassell 4 AST),bad,-3.65,SAS_MADE_2
4,9:50.0,2290.0,-,MISS Hart 1' Cutting Layup Shot,bad,-2.45,NYK_MISS_FG
4,9:50.0,2290.0,-,Wembanyama BLOCK (3 BLK),bad,-2.45,SAS_BLOCK
4,9:48.0,2292.0,-,Castle REBOUND (Off:0 Def:3),bad,-1.23,SAS_REB_D
4,9:46.0,2294.0,-,Castle Bad Pass Turnover (P3.T13),good,3.68,SAS_TOV
4,9:46.0,2294.0,-,Brunson STEAL (4 STL),good,3.68,NYK_STEAL
4,9:35.0,2305.0,-,Fox P.FOUL (P2.T1) (J.Tiven),neutral,0.0,FOUL_NEUTRAL
4,9:23.0,2317.0,-,MISS Shamet 25' 3PT Jump Shot,bad,-2.47,NYK_MISS_FG
4,9:20.0,2320.0,-,Towns REBOUND (Off:2 Def:8),good,1.24,NYK_REB_D
4,9:17.0,2323.0,-,MISS Brunson 25' 3PT Jump Shot,bad,-2.48,NYK_MISS_FG
4,9:16.0,2324.0,-,Vassell REBOUND (Off:0 Def:7),bad,-1.24,SAS_REB_D
4,9:11.0,2329.0,87-82,Harper 1' Running Finger Roll Layup (8 PTS),bad,-3.89,SAS_MADE_2_CLUTCH
4,8:51.0,2349.0,-,MISS Bridges 12' Step Back Jump Shot,bad,-2.61,NYK_MISS_FG_CLUTCH
4,8:49.0,2351.0,-,Castle REBOUND (Off:0 Def:4),bad,-1.31,SAS_REB_D_CLUTCH
4,8:40.0,2360.0,-,MISS Wembanyama 3' Alley Oop Layup,good,2.63,SAS_MISS_FG_CLUTCH
4,8:38.0,2362.0,-,Towns REBOUND (Off:2 Def:9),good,1.31,NYK_REB_D_CLUTCH
4,8:19.0,2381.0,90-82,Shamet 3PT Jump Shot (13 PTS) (Hart 4 AST),good,4.92,NYK_MADE_3
4,8:18.0,2382.0,-,SPURS Timeout: Regular (Full 4 Short 0),good,1.23,SAS_TIMEOUT
4,8:18.0,2382.0,-,SUB: Anunoby FOR Bridges,neutral,0.0,NEUTRAL
4,8:04.0,2396.0,-,Anunoby S.FOUL (P3.T2) (J.Tiven),neutral,0.0,FOUL_NEUTRAL
4,8:04.0,2396.0,-,MISS Harper Free Throw 1 of 2,good,1.24,SAS_MISS_FT
4,8:04.0,2396.0,-,SPURS Rebound,bad,-1.24,SAS_REB_TEAM
4,8:04.0,2396.0,90-83,Harper Free Throw 2 of 2 (9 PTS),bad,-1.27,SAS_MADE_FT
4,7:47.0,2413.0,-,MISS Shamet 3PT Jump Shot,bad,-2.55,NYK_MISS_FG
4,7:45.0,2415.0,-,SPURS Rebound,bad,-1.28,SAS_REB_TEAM
4,7:45.0,2415.0,-,Hart L.B.FOUL (P5.T3) (T.Ford),neutral,0.0,FOUL_NEUTRAL
4,7:45.0,2415.0,-,SUB: Champagnie FOR Fox,neutral,0.0,NEUTRAL
4,7:45.0,2415.0,-,SUB: Bridges FOR Hart,neutral,0.0,NEUTRAL
4,7:45.0,2415.0,-,SUB: McBride FOR Shamet,neutral,0.0,NEUTRAL
4,7:32.0,2428.0,-,Castle Bad Pass Turnover (P4.T14),good,3.84,SAS_TOV
4,7:32.0,2428.0,-,Anunoby STEAL (2 STL),good,3.84,NYK_STEAL
4,7:26.0,2434.0,92-83,Brunson 5' Running Finger Roll Layup (15 PTS) (Anunoby 3 AST),good,3.64,NYK_MADE_2
4,7:12.0,2448.0,-,Anunoby P.FOUL (P4.T4) (T.Brothers),neutral,0.0,FOUL_NEUTRAL
4,6:58.0,2462.0,-,MISS Castle 17' Pullup Jump Shot,good,2.44,SAS_MISS_FG
4,6:56.0,2464.0,-,Towns REBOUND (Off:2 Def:10),good,1.22,NYK_REB_D
4,6:52.0,2468.0,-,MISS Anunoby 24' 3PT Jump Shot,bad,-2.44,NYK_MISS_FG
4,6:47.0,2473.0,-,Brunson REBOUND (Off:2 Def:3),good,1.22,NYK_REB_D
4,6:45.0,2475.0,95-83,McBride 25' 3PT Jump Shot (5 PTS) (Brunson 6 AST),good,4.78,NYK_MADE_3
4,6:45.0,2475.0,-,SPURS Timeout: Regular (Full 5 Short 0),good,1.2,SAS_TIMEOUT
4,6:45.0,2475.0,-,SUB: Fox FOR Castle,neutral,0.0,NEUTRAL
4,6:25.0,2495.0,-,MISS Wembanyama 3' Driving Layup,good,2.4,SAS_MISS_FG
4,6:23.0,2497.0,-,Brunson REBOUND (Off:2 Def:3),good,1.2,NYK_REB_D
4,6:04.0,2516.0,97-83,Anunoby 1' Driving Dunk (14 PTS) (Towns 4 AST),good,3.61,NYK_MADE_2
4,5:59.0,2521.0,-,Bridges S.FOUL (P2.PN) (J.Tiven),neutral,0.0,FOUL_NEUTRAL
4,5:59.0,2521.0,97-84,Harper Free Throw 1 of 2 (10 PTS),bad,-1.2,SAS_MADE_FT
4,5:59.0,2521.0,97-85,Harper Free Throw 2 of 2 (11 PTS),bad,-1.2,SAS_MADE_FT
4,5:37.0,2543.0,-,MISS Towns 2' Layup,bad,-2.41,NYK_MISS_FG
4,5:37.0,2543.0,-,Champagnie BLOCK (1 BLK),bad,-2.41,SAS_BLOCK
4,5:36.0,2544.0,-,Towns REBOUND (Off:3 Def:10),good,1.21,NYK_REB_D
4,5:35.0,2545.0,-,Knicks Turnover: Shot Clock (T#14),bad,-3.62,NYK_TOV
4,5:27.0,2553.0,97-88,Fox 25' 3PT Step Back Jump Shot (18 PTS),bad,-4.97,SAS_MADE_3
4,5:26.0,2554.0,-,Knicks Timeout: Regular (Reg.4 Short 0),bad,-1.24,NYK_TIMEOUT
4,5:00.0,2580.0,-,MISS McBride 18' Turnaround Jump Shot,bad,-2.49,NYK_MISS_FG
4,4:58.0,2582.0,-,Vassell REBOUND (Off:0 Def:8),bad,-1.25,SAS_REB_D
4,4:48.0,2592.0,97-90,Fox 2' Driving Layup (20 PTS),bad,-4.03,SAS_MADE_2
4,4:35.0,2605.0,-,MISS Bridges 24' 3PT Pullup Jump Shot,bad,-2.7,NYK_MISS_FG
4,4:32.0,2608.0,-,Harper REBOUND (Off:1 Def:5),bad,-1.35,SAS_REB_D
4,4:17.0,2623.0,97-92,Wembanyama 2' Finger Roll Layup (24 PTS),bad,-4.37,SAS_MADE_2_CLUTCH
4,4:17.0,2623.0,-,Knicks Timeout: Regular (Reg.5 Short 0),bad,-1.46,NYK_TIMEOUT_CLUTCH
4,4:17.0,2623.0,-,SUB: Shamet FOR McBride,neutral,0.0,NEUTRAL
4,4:01.0,2639.0,-,MISS Brunson 3' Cutting Finger Roll Layup Shot,bad,-2.93,NYK_MISS_FG_CLUTCH
4,4:01.0,2639.0,-,Wembanyama BLOCK (4 BLK),bad,-2.93,SAS_BLOCK_CLUTCH
4,3:59.0,2641.0,-,Fox REBOUND (Off:0 Def:3),bad,-1.47,SAS_REB_D_CLUTCH
4,3:55.0,2645.0,97-95,Vassell 26' 3PT Jump Shot (14 PTS) (Fox 4 AST),bad,-8.81,SAS_MADE_3_CLUTCH_1POSS
4,3:26.0,2674.0,-,MISS Brunson 25' 3PT Pullup Jump Shot,bad,-3.3,NYK_MISS_FG_CLUTCH
4,3:24.0,2676.0,-,Wembanyama REBOUND (Off:3 Def:5),bad,-1.65,SAS_REB_D_CLUTCH
4,3:16.0,2684.0,-,Fox Bad Pass Turnover (P4.T15),good,4.98,SAS_TOV_CLUTCH
4,3:16.0,2684.0,-,Bridges STEAL (1 STL),good,4.98,NYK_STEAL_CLUTCH
4,3:13.0,2687.0,-,MISS Brunson 24' 3PT Jump Shot,bad,-3.32,NYK_MISS_FG_CLUTCH
4,3:09.0,2691.0,-,Champagnie REBOUND (Off:0 Def:4),bad,-1.66,SAS_REB_D_CLUTCH
4,2:59.0,2701.0,97-97,Harper 6' Driving Floating Jump Shot (13 PTS),bad,-10.9,SAS_MADE_2_CLUTCH_TIE
4,2:37.0,2723.0,-,Knicks Timeout: Coach Challenge (Reg.5 Short 0),bad,-1.81,NYK_TIMEOUT_CLUTCH
4,2:37.0,2723.0,97-97,Instant Replay4th Period (11:11 PM EST),neutral,0.0,NEUTRAL
4,2:37.0,2723.0,-,Champagnie S.FOUL (P2.T2) (T.Brothers),neutral,0.0,FOUL_NEUTRAL
4,2:37.0,2723.0,98-97,Anunoby Free Throw 1 of 3 (15 PTS),good,10.15,NYK_MADE_FT_CLUTCH_LEADCHG
4,2:37.0,2723.0,99-97,Anunoby Free Throw 2 of 3 (16 PTS),good,4.4,NYK_MADE_FT_CLUTCH_1POSS
4,2:37.0,2723.0,-,SUB: Hart FOR Shamet,neutral,0.0,NEUTRAL
4,2:37.0,2723.0,100-97,Anunoby Free Throw 3 of 3 (17 PTS),good,4.25,NYK_MADE_FT_CLUTCH_1POSS
4,2:27.0,2733.0,100-99,Wembanyama 1' Alley Oop Dunk (26 PTS) (Fox 5 AST),bad,-8.15,SAS_MADE_2_CLUTCH_1POSS
4,1:58.0,2762.0,-,MISS Anunoby 1' Driving Finger Roll Layup,bad,-3.59,NYK_MISS_FG_CLUTCH
4,1:58.0,2762.0,-,Knicks Rebound,good,1.79,NYK_REB_TEAM_CLUTCH
4,1:58.0,2762.0,-,SPURS Violation: Delay of game Violation,neutral,0.0,NEUTRAL
4,1:56.0,2764.0,102-99,Brunson 2' Cutting Layup Shot (17 PTS) (Bridges 6 AST),good,7.83,NYK_MADE_2_CLUTCH_1POSS
4,1:37.0,2783.0,-,MISS Wembanyama 24' 3PT Step Back Jump Shot,good,9.23,SAS_MISS_FG_CLUTCH_STOP_TIE
4,1:35.0,2785.0,-,Hart REBOUND (Off:0 Def:6),good,1.68,NYK_REB_D_CLUTCH
4,1:29.0,2791.0,-,MISS Brunson 2' Running Finger Roll Layup,bad,-3.37,NYK_MISS_FG_CLUTCH
4,1:27.0,2793.0,-,Vassell REBOUND (Off:0 Def:9),bad,-1.69,SAS_REB_D_CLUTCH
4,1:25.0,2795.0,102-101,Harper 2' Running Layup (15 PTS) (Vassell 5 AST),bad,-8.72,SAS_MADE_2_CLUTCH_1POSS
4,1:25.0,2795.0,102-101,Instant Replay4th Period (11:15 PM EST),neutral,0.0,NEUTRAL
4,1:25.0,2795.0,-,Towns Violation:Defensive Goaltending (T.Ford),neutral,0.0,NEUTRAL
4,1:03.0,2817.0,-,Bridges Bad Pass Turnover (P1.T15),bad,-5.55,NYK_TOV_CLUTCH
4,1:03.0,2817.0,-,Harper STEAL (1 STL),bad,-5.55,SAS_STEAL_CLUTCH
4,0:57.3,2822.7,102-103,Wembanyama 1' Cutting Finger Roll Layup Shot (28 PTS) (Harper 3 AST),bad,-15.86,SAS_MADE_2_CLUTCH_LEADCHG
4,0:57.3,2822.7,-,Towns S.FOUL (P5.PN) (T.Ford),neutral,0.0,FOUL_NEUTRAL
4,0:57.3,2822.7,102-104,Wembanyama Free Throw 1 of 1 (29 PTS),bad,-5.09,SAS_MADE_FT_CLUTCH_1POSS
4,0:39.3,2840.7,104-104,Brunson 13' Fadeaway Jumper (19 PTS),good,13.25,NYK_MADE_2_CLUTCH_TIE
4,0:39.3,2840.7,-,SPURS Timeout: Regular (Full 6 Short 0),good,1.95,SAS_TIMEOUT_CLUTCH
4,0:39.3,2840.7,-,SUB: Robinson FOR Brunson,neutral,0.0,NEUTRAL
4,0:39.3,2840.7,-,SUB: Shamet FOR Towns,neutral,0.0,NEUTRAL
4,0:30.3,2849.7,-,MISS Wembanyama 17' Pullup Jump Shot,good,15.21,SAS_MISS_FG_CLUTCH_STOP_LEADCHG
4,0:30.3,2849.7,-,Anunoby REBOUND (Off:0 Def:4),good,1.96,NYK_REB_D_CLUTCH
4,0:30.3,2849.7,-,Knicks Timeout: Regular (Reg.6 Short 0),bad,-1.96,NYK_TIMEOUT_CLUTCH
4,0:30.3,2849.7,-,SUB: Castle FOR Champagnie,neutral,0.0,NEUTRAL
