transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude
2026-05-21T19:00:00.000,subway,309,103 St (1),Manhattan,metrocard,Metrocard - Other,1.0,0.0,40.799446,-73.968376
2026-05-21T19:00:00.000,subway,309,103 St (1),Manhattan,omny,OMNY - Seniors & Disability,44.0,1.0,40.799446,-73.968376
2026-05-21T19:00:00.000,subway,309,103 St (1),Manhattan,omny,OMNY - Other,3.0,0.0,40.799446,-73.968376
2026-05-21T19:00:00.000,subway,309,103 St (1),Manhattan,omny,OMNY - Full Fare,419.0,8.0,40.799446,-73.968376
2026-05-21T19:00:00.000,subway,309,103 St (1),Manhattan,omny,OMNY - Fair Fare,22.0,0.0,40.799446,-73.968376
2026-05-21T19:00:00.000,subway,309,103 St (1),Manhattan,omny,OMNY - Students,22.0,0.0,40.799446,-73.968376
2026-05-21T19:00:00.000,subway,395,103 St (6),Manhattan,omny,OMNY - Other,7.0,0.0,40.7906,-73.94748
2026-05-21T19:00:00.000,subway,395,103 St (6),Manhattan,omny,OMNY - Seniors & Disability,15.0,0.0,40.7906,-73.94748
2026-05-21T19:00:00.000,subway,395,103 St (6),Manhattan,omny,OMNY - Full Fare,357.0,3.0,40.7906,-73.94748
2026-05-21T19:00:00.000,subway,395,103 St (6),Manhattan,metrocard,Metrocard - Other,4.0,0.0,40.7906,-73.94748
2026-05-21T19:00:00.000,subway,395,103 St (6),Manhattan,omny,OMNY - Fair Fare,30.0,0.0,40.7906,-73.94748
2026-05-21T19:00:00.000,subway,395,103 St (6),Manhattan,omny,OMNY - Students,20.0,0.0,40.7906,-73.94748
2026-05-21T19:00:00.000,subway,156,"103 St (C,B)",Manhattan,omny,OMNY - Fair Fare,8.0,0.0,40.796093,-73.96146
2026-05-21T19:00:00.000,subway,156,"103 St (C,B)",Manhattan,metrocard,Metrocard - Other,1.0,0.0,40.796093,-73.96146
2026-05-21T19:00:00.000,subway,156,"103 St (C,B)",Manhattan,omny,OMNY - Other,1.0,0.0,40.796093,-73.96146
2026-05-21T19:00:00.000,subway,156,"103 St (C,B)",Manhattan,omny,OMNY - Students,6.0,0.0,40.796093,-73.96146
2026-05-21T19:00:00.000,subway,156,"103 St (C,B)",Manhattan,omny,OMNY - Seniors & Disability,11.0,1.0,40.796093,-73.96146
2026-05-21T19:00:00.000,subway,156,"103 St (C,B)",Manhattan,omny,OMNY - Full Fare,137.0,1.0,40.796093,-73.96146
2026-05-21T19:00:00.000,subway,450,103 St-Corona Plaza (7),Queens,omny,OMNY - Other,10.0,0.0,40.749866,-73.8627
2026-05-21T19:00:00.000,subway,450,103 St-Corona Plaza (7),Queens,metrocard,Metrocard - Other,7.0,0.0,40.749866,-73.8627
2026-05-21T19:00:00.000,subway,450,103 St-Corona Plaza (7),Queens,omny,OMNY - Fair Fare,9.0,0.0,40.749866,-73.8627
2026-05-21T19:00:00.000,subway,450,103 St-Corona Plaza (7),Queens,omny,OMNY - Seniors & Disability,15.0,0.0,40.749866,-73.8627
2026-05-21T19:00:00.000,subway,450,103 St-Corona Plaza (7),Queens,omny,OMNY - Full Fare,222.0,9.0,40.749866,-73.8627
2026-05-21T19:00:00.000,subway,450,103 St-Corona Plaza (7),Queens,omny,OMNY - Students,31.0,2.0,40.749866,-73.8627
2026-05-21T19:00:00.000,subway,193,104 St (A),Queens,omny,OMNY - Seniors & Disability,2.0,0.0,40.68171,-73.837685
2026-05-21T19:00:00.000,subway,193,104 St (A),Queens,omny,OMNY - Full Fare,18.0,0.0,40.68171,-73.837685
2026-05-21T19:00:00.000,subway,193,104 St (A),Queens,omny,OMNY - Other,3.0,0.0,40.68171,-73.837685
2026-05-21T19:00:00.000,subway,193,104 St (A),Queens,omny,OMNY - Students,2.0,0.0,40.68171,-73.837685
2026-05-21T19:00:00.000,subway,82,"104 St (J,Z)",Queens,omny,OMNY - Students,8.0,0.0,40.69518,-73.84433
2026-05-21T19:00:00.000,subway,82,"104 St (J,Z)",Queens,omny,OMNY - Full Fare,32.0,1.0,40.69518,-73.84433
2026-05-21T19:00:00.000,subway,82,"104 St (J,Z)",Queens,omny,OMNY - Other,2.0,0.0,40.69518,-73.84433
2026-05-21T19:00:00.000,subway,82,"104 St (J,Z)",Queens,omny,OMNY - Fair Fare,2.0,0.0,40.69518,-73.84433
2026-05-21T19:00:00.000,subway,82,"104 St (J,Z)",Queens,metrocard,Metrocard - Other,1.0,0.0,40.69518,-73.84433
2026-05-21T19:00:00.000,subway,394,110 St (6),Manhattan,omny,OMNY - Fair Fare,26.0,0.0,40.79502,-73.94425
2026-05-21T19:00:00.000,subway,394,110 St (6),Manhattan,omny,OMNY - Full Fare,289.0,4.0,40.79502,-73.94425
2026-05-21T19:00:00.000,subway,394,110 St (6),Manhattan,omny,OMNY - Seniors & Disability,14.0,1.0,40.79502,-73.94425
2026-05-21T19:00:00.000,subway,394,110 St (6),Manhattan,omny,OMNY - Students,45.0,0.0,40.79502,-73.94425
2026-05-21T19:00:00.000,subway,394,110 St (6),Manhattan,omny,OMNY - Other,7.0,1.0,40.79502,-73.94425
2026-05-21T19:00:00.000,subway,394,110 St (6),Manhattan,metrocard,Metrocard - Other,5.0,0.0,40.79502,-73.94425
2026-05-21T19:00:00.000,subway,394,110 St (6),Manhattan,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.79502,-73.94425
2026-05-21T19:00:00.000,subway,394,110 St (6),Manhattan,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.79502,-73.94425
2026-05-21T19:00:00.000,subway,441,"110 St-Malcolm X Plaza (2,3)",Manhattan,omny,OMNY - Students,17.0,1.0,40.799076,-73.95182
2026-05-21T19:00:00.000,subway,441,"110 St-Malcolm X Plaza (2,3)",Manhattan,metrocard,Metrocard - Other,3.0,0.0,40.799076,-73.95182
2026-05-21T19:00:00.000,subway,441,"110 St-Malcolm X Plaza (2,3)",Manhattan,omny,OMNY - Other,1.0,0.0,40.799076,-73.95182
2026-05-21T19:00:00.000,subway,441,"110 St-Malcolm X Plaza (2,3)",Manhattan,omny,OMNY - Fair Fare,15.0,1.0,40.799076,-73.95182
2026-05-21T19:00:00.000,subway,441,"110 St-Malcolm X Plaza (2,3)",Manhattan,omny,OMNY - Seniors & Disability,12.0,1.0,40.799076,-73.95182
2026-05-21T19:00:00.000,subway,441,"110 St-Malcolm X Plaza (2,3)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.799076,-73.95182
2026-05-21T19:00:00.000,subway,441,"110 St-Malcolm X Plaza (2,3)",Manhattan,omny,OMNY - Full Fare,178.0,10.0,40.799076,-73.95182
2026-05-21T19:00:00.000,subway,441,"110 St-Malcolm X Plaza (2,3)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.799076,-73.95182
2026-05-21T19:00:00.000,subway,449,111 St (7),Queens,omny,OMNY - Seniors & Disability,7.0,0.0,40.75173,-73.85533
2026-05-21T19:00:00.000,subway,449,111 St (7),Queens,omny,OMNY - Fair Fare,10.0,0.0,40.75173,-73.85533
2026-05-21T19:00:00.000,subway,449,111 St (7),Queens,omny,OMNY - Other,5.0,0.0,40.75173,-73.85533
2026-05-21T19:00:00.000,subway,449,111 St (7),Queens,omny,OMNY - Full Fare,148.0,5.0,40.75173,-73.85533
2026-05-21T19:00:00.000,subway,449,111 St (7),Queens,omny,OMNY - Students,38.0,3.0,40.75173,-73.85533
2026-05-21T19:00:00.000,subway,449,111 St (7),Queens,metrocard,Metrocard - Other,1.0,1.0,40.75173,-73.85533
2026-05-21T19:00:00.000,subway,194,111 St (A),Queens,omny,OMNY - Other,2.0,0.0,40.68433,-73.83216
2026-05-21T19:00:00.000,subway,194,111 St (A),Queens,omny,OMNY - Fair Fare,5.0,2.0,40.68433,-73.83216
2026-05-21T19:00:00.000,subway,194,111 St (A),Queens,omny,OMNY - Students,1.0,0.0,40.68433,-73.83216
2026-05-21T19:00:00.000,subway,194,111 St (A),Queens,omny,OMNY - Full Fare,11.0,0.0,40.68433,-73.83216
2026-05-21T19:00:00.000,subway,81,111 St (J),Queens,omny,OMNY - Students,6.0,0.0,40.69742,-73.83634
2026-05-21T19:00:00.000,subway,81,111 St (J),Queens,metrocard,Metrocard - Full Fare,1.0,0.0,40.69742,-73.83634
2026-05-21T19:00:00.000,subway,81,111 St (J),Queens,omny,OMNY - Fair Fare,4.0,0.0,40.69742,-73.83634
2026-05-21T19:00:00.000,subway,81,111 St (J),Queens,omny,OMNY - Seniors & Disability,3.0,0.0,40.69742,-73.83634
2026-05-21T19:00:00.000,subway,81,111 St (J),Queens,metrocard,Metrocard - Other,1.0,0.0,40.69742,-73.83634
2026-05-21T19:00:00.000,subway,81,111 St (J),Queens,omny,OMNY - Full Fare,33.0,2.0,40.69742,-73.83634
2026-05-21T19:00:00.000,subway,81,111 St (J),Queens,omny,OMNY - Other,3.0,0.0,40.69742,-73.83634
2026-05-21T19:00:00.000,subway,440,"116 St (2,3)",Manhattan,omny,OMNY - Other,4.0,0.0,40.802097,-73.94962
2026-05-21T19:00:00.000,subway,440,"116 St (2,3)",Manhattan,omny,OMNY - Fair Fare,18.0,0.0,40.802097,-73.94962
2026-05-21T19:00:00.000,subway,440,"116 St (2,3)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0,40.802097,-73.94962
2026-05-21T19:00:00.000,subway,440,"116 St (2,3)",Manhattan,omny,OMNY - Seniors & Disability,17.0,2.0,40.802097,-73.94962
2026-05-21T19:00:00.000,subway,440,"116 St (2,3)",Manhattan,omny,OMNY - Full Fare,266.0,9.0,40.802097,-73.94962
2026-05-21T19:00:00.000,subway,440,"116 St (2,3)",Manhattan,omny,OMNY - Students,31.0,2.0,40.802097,-73.94962
2026-05-21T19:00:00.000,subway,440,"116 St (2,3)",Manhattan,metrocard,Metrocard - Other,2.0,0.0,40.802097,-73.94962
2026-05-21T19:00:00.000,subway,393,116 St (6),Manhattan,omny,OMNY - Full Fare,416.0,17.0,40.79863,-73.94162
2026-05-21T19:00:00.000,subway,393,116 St (6),Manhattan,metrocard,Metrocard - Unlimited 30-Day,4.0,0.0,40.79863,-73.94162
2026-05-21T19:00:00.000,subway,393,116 St (6),Manhattan,omny,OMNY - Seniors & Disability,16.0,1.0,40.79863,-73.94162
2026-05-21T19:00:00.000,subway,393,116 St (6),Manhattan,omny,OMNY - Students,58.0,2.0,40.79863,-73.94162
2026-05-21T19:00:00.000,subway,393,116 St (6),Manhattan,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.79863,-73.94162
2026-05-21T19:00:00.000,subway,393,116 St (6),Manhattan,omny,OMNY - Other,15.0,0.0,40.79863,-73.94162
2026-05-21T19:00:00.000,subway,393,116 St (6),Manhattan,omny,OMNY - Fair Fare,47.0,3.0,40.79863,-73.94162
2026-05-21T19:00:00.000,subway,393,116 St (6),Manhattan,metrocard,Metrocard - Other,4.0,0.0,40.79863,-73.94162
2026-05-21T19:00:00.000,subway,154,"116 St (C,B)",Manhattan,omny,OMNY - Seniors & Disability,12.0,1.0,40.805084,-73.95488
2026-05-21T19:00:00.000,subway,154,"116 St (C,B)",Manhattan,metrocard,Metrocard - Other,4.0,0.0,40.805084,-73.95488
2026-05-21T19:00:00.000,subway,154,"116 St (C,B)",Manhattan,omny,OMNY - Other,2.0,1.0,40.805084,-73.95488
2026-05-21T19:00:00.000,subway,154,"116 St (C,B)",Manhattan,omny,OMNY - Full Fare,196.0,8.0,40.805084,-73.95488
2026-05-21T19:00:00.000,subway,154,"116 St (C,B)",Manhattan,omny,OMNY - Fair Fare,17.0,2.0,40.805084,-73.95488
2026-05-21T19:00:00.000,subway,154,"116 St (C,B)",Manhattan,omny,OMNY - Students,27.0,2.0,40.805084,-73.95488
2026-05-21T19:00:00.000,subway,307,116 St-Columbia University (1),Manhattan,omny,OMNY - Full Fare,568.0,10.0,40.80772,-73.96411
2026-05-21T19:00:00.000,subway,307,116 St-Columbia University (1),Manhattan,metrocard,Metrocard - Other,2.0,0.0,40.80772,-73.96411
2026-05-21T19:00:00.000,subway,307,116 St-Columbia University (1),Manhattan,omny,OMNY - Fair Fare,22.0,0.0,40.80772,-73.96411
2026-05-21T19:00:00.000,subway,307,116 St-Columbia University (1),Manhattan,omny,OMNY - Other,7.0,0.0,40.80772,-73.96411
2026-05-21T19:00:00.000,subway,307,116 St-Columbia University (1),Manhattan,omny,OMNY - Seniors & Disability,24.0,1.0,40.80772,-73.96411
2026-05-21T19:00:00.000,subway,307,116 St-Columbia University (1),Manhattan,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0,40.80772,-73.96411
2026-05-21T19:00:00.000,subway,307,116 St-Columbia University (1),Manhattan,omny,OMNY - Students,18.0,0.0,40.80772,-73.96411
2026-05-21T19:00:00.000,subway,80,"121 St (J,Z)",Queens,omny,OMNY - Seniors & Disability,1.0,1.0,40.700493,-73.82829
2026-05-21T19:00:00.000,subway,80,"121 St (J,Z)",Queens,metrocard,Metrocard - Other,1.0,0.0,40.700493,-73.82829
2026-05-21T19:00:00.000,subway,80,"121 St (J,Z)",Queens,omny,OMNY - Students,1.0,0.0,40.700493,-73.82829
2026-05-21T19:00:00.000,subway,80,"121 St (J,Z)",Queens,omny,OMNY - Fair Fare,1.0,0.0,40.700493,-73.82829
2026-05-21T19:00:00.000,subway,80,"121 St (J,Z)",Queens,omny,OMNY - Full Fare,47.0,11.0,40.700493,-73.82829
2026-05-21T19:00:00.000,subway,80,"121 St (J,Z)",Queens,omny,OMNY - Other,2.0,0.0,40.700493,-73.82829
2026-05-21T19:00:00.000,subway,306,125 St (1),Manhattan,omny,OMNY - Fair Fare,24.0,2.0,40.815582,-73.958374
2026-05-21T19:00:00.000,subway,306,125 St (1),Manhattan,omny,OMNY - Other,3.0,0.0,40.815582,-73.958374
2026-05-21T19:00:00.000,subway,306,125 St (1),Manhattan,omny,OMNY - Seniors & Disability,21.0,0.0,40.815582,-73.958374
2026-05-21T19:00:00.000,subway,306,125 St (1),Manhattan,omny,OMNY - Full Fare,329.0,12.0,40.815582,-73.958374
2026-05-21T19:00:00.000,subway,306,125 St (1),Manhattan,metrocard,Metrocard - Other,2.0,0.0,40.815582,-73.958374
2026-05-21T19:00:00.000,subway,306,125 St (1),Manhattan,omny,OMNY - Students,14.0,1.0,40.815582,-73.958374
2026-05-21T19:00:00.000,subway,306,125 St (1),Manhattan,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.815582,-73.958374
2026-05-21T19:00:00.000,subway,439,"125 St (2,3)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0,40.807755,-73.945496
2026-05-21T19:00:00.000,subway,439,"125 St (2,3)",Manhattan,omny,OMNY - Fair Fare,40.0,6.0,40.807755,-73.945496
2026-05-21T19:00:00.000,subway,439,"125 St (2,3)",Manhattan,metrocard,Metrocard - Other,6.0,1.0,40.807755,-73.945496
2026-05-21T19:00:00.000,subway,439,"125 St (2,3)",Manhattan,omny,OMNY - Seniors & Disability,25.0,4.0,40.807755,-73.945496
2026-05-21T19:00:00.000,subway,439,"125 St (2,3)",Manhattan,omny,OMNY - Full Fare,456.0,14.0,40.807755,-73.945496
2026-05-21T19:00:00.000,subway,439,"125 St (2,3)",Manhattan,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.807755,-73.945496
2026-05-21T19:00:00.000,subway,439,"125 St (2,3)",Manhattan,omny,OMNY - Students,81.0,0.0,40.807755,-73.945496
2026-05-21T19:00:00.000,subway,439,"125 St (2,3)",Manhattan,omny,OMNY - Other,14.0,1.0,40.807755,-73.945496
2026-05-21T19:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,omny,OMNY - Seniors & Disability,30.0,3.0,40.80414,-73.93759
2026-05-21T19:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,omny,OMNY - Other,31.0,0.0,40.80414,-73.93759
2026-05-21T19:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,omny,OMNY - Students,65.0,4.0,40.80414,-73.93759
2026-05-21T19:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,omny,OMNY - Fair Fare,41.0,3.0,40.80414,-73.93759
2026-05-21T19:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,omny,OMNY - Full Fare,649.0,76.0,40.80414,-73.93759
2026-05-21T19:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,metrocard,Metrocard - Other,12.0,0.0,40.80414,-73.93759
2026-05-21T19:00:00.000,subway,392,"125 St (4,5,6)",Manhattan,metrocard,Metrocard - Full Fare,1.0,0.0,40.80414,-73.93759
2026-05-21T19:00:00.000,subway,153,"125 St (A,C,B,D)",Manhattan,omny,OMNY - Seniors & Disability,53.0,11.0,40.811108,-73.95235
2026-05-21T19:00:00.000,subway,153,"125 St (A,C,B,D)",Manhattan,omny,OMNY - Other,31.0,0.0,40.811108,-73.95235
2026-05-21T19:00:00.000,subway,153,"125 St (A,C,B,D)",Manhattan,omny,OMNY - Students,130.0,4.0,40.811108,-73.95235
2026-05-21T19:00:00.000,subway,153,"125 St (A,C,B,D)",Manhattan,omny,OMNY - Full Fare,883.0,46.0,40.811108,-73.95235
2026-05-21T19:00:00.000,subway,153,"125 St (A,C,B,D)",Manhattan,omny,OMNY - Fair Fare,63.0,11.0,40.811108,-73.95235
2026-05-21T19:00:00.000,subway,153,"125 St (A,C,B,D)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.811108,-73.95235
2026-05-21T19:00:00.000,subway,153,"125 St (A,C,B,D)",Manhattan,metrocard,Metrocard - Other,4.0,0.0,40.811108,-73.95235
2026-05-21T19:00:00.000,subway,438,"135 St (2,3)",Manhattan,omny,OMNY - Other,14.0,1.0,40.814228,-73.94077
2026-05-21T19:00:00.000,subway,438,"135 St (2,3)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.814228,-73.94077
2026-05-21T19:00:00.000,subway,438,"135 St (2,3)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.814228,-73.94077
2026-05-21T19:00:00.000,subway,438,"135 St (2,3)",Manhattan,omny,OMNY - Seniors & Disability,20.0,3.0,40.814228,-73.94077
2026-05-21T19:00:00.000,subway,438,"135 St (2,3)",Manhattan,omny,OMNY - Full Fare,243.0,5.0,40.814228,-73.94077
2026-05-21T19:00:00.000,subway,438,"135 St (2,3)",Manhattan,omny,OMNY - Fair Fare,26.0,0.0,40.814228,-73.94077
2026-05-21T19:00:00.000,subway,438,"135 St (2,3)",Manhattan,metrocard,Metrocard - Other,2.0,0.0,40.814228,-73.94077
2026-05-21T19:00:00.000,subway,438,"135 St (2,3)",Manhattan,omny,OMNY - Students,38.0,2.0,40.814228,-73.94077
2026-05-21T19:00:00.000,subway,152,"135 St (C,B)",Manhattan,omny,OMNY - Full Fare,128.0,0.0,40.817894,-73.94765
2026-05-21T19:00:00.000,subway,152,"135 St (C,B)",Manhattan,omny,OMNY - Other,2.0,0.0,40.817894,-73.94765
2026-05-21T19:00:00.000,subway,152,"135 St (C,B)",Manhattan,omny,OMNY - Students,9.0,0.0,40.817894,-73.94765
2026-05-21T19:00:00.000,subway,152,"135 St (C,B)",Manhattan,omny,OMNY - Fair Fare,12.0,1.0,40.817894,-73.94765
2026-05-21T19:00:00.000,subway,152,"135 St (C,B)",Manhattan,metrocard,Metrocard - Other,1.0,0.0,40.817894,-73.94765
2026-05-21T19:00:00.000,subway,152,"135 St (C,B)",Manhattan,omny,OMNY - Seniors & Disability,9.0,0.0,40.817894,-73.94765
2026-05-21T19:00:00.000,subway,305,137 St-City College (1),Manhattan,omny,OMNY - Students,27.0,0.0,40.822006,-73.953674
2026-05-21T19:00:00.000,subway,305,137 St-City College (1),Manhattan,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.822006,-73.953674
2026-05-21T19:00:00.000,subway,305,137 St-City College (1),Manhattan,omny,OMNY - Fair Fare,20.0,0.0,40.822006,-73.953674
2026-05-21T19:00:00.000,subway,305,137 St-City College (1),Manhattan,omny,OMNY - Seniors & Disability,16.0,0.0,40.822006,-73.953674
2026-05-21T19:00:00.000,subway,305,137 St-City College (1),Manhattan,omny,OMNY - Full Fare,292.0,3.0,40.822006,-73.953674
2026-05-21T19:00:00.000,subway,305,137 St-City College (1),Manhattan,metrocard,Metrocard - Other,4.0,0.0,40.822006,-73.953674
2026-05-21T19:00:00.000,subway,305,137 St-City College (1),Manhattan,omny,OMNY - Other,16.0,0.0,40.822006,-73.953674
2026-05-21T19:00:00.000,subway,305,137 St-City College (1),Manhattan,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.822006,-73.953674
2026-05-21T19:00:00.000,subway,391,"138 St-Grand Concourse (4,5)",Bronx,omny,OMNY - Full Fare,88.0,1.0,40.813225,-73.92985
2026-05-21T19:00:00.000,subway,391,"138 St-Grand Concourse (4,5)",Bronx,omny,OMNY - Students,16.0,0.0,40.813225,-73.92985
2026-05-21T19:00:00.000,subway,391,"138 St-Grand Concourse (4,5)",Bronx,omny,OMNY - Fair Fare,9.0,0.0,40.813225,-73.92985
2026-05-21T19:00:00.000,subway,391,"138 St-Grand Concourse (4,5)",Bronx,omny,OMNY - Other,1.0,0.0,40.813225,-73.92985
2026-05-21T19:00:00.000,subway,391,"138 St-Grand Concourse (4,5)",Bronx,omny,OMNY - Seniors & Disability,8.0,1.0,40.813225,-73.92985
2026-05-21T19:00:00.000,subway,304,145 St (1),Manhattan,omny,OMNY - Students,21.0,2.0,40.82655,-73.95036
2026-05-21T19:00:00.000,subway,304,145 St (1),Manhattan,omny,OMNY - Full Fare,199.0,8.0,40.82655,-73.95036
2026-05-21T19:00:00.000,subway,304,145 St (1),Manhattan,omny,OMNY - Fair Fare,8.0,0.0,40.82655,-73.95036
2026-05-21T19:00:00.000,subway,304,145 St (1),Manhattan,omny,OMNY - Other,7.0,0.0,40.82655,-73.95036
2026-05-21T19:00:00.000,subway,304,145 St (1),Manhattan,metrocard,Metrocard - Full Fare,1.0,0.0,40.82655,-73.95036
2026-05-21T19:00:00.000,subway,304,145 St (1),Manhattan,omny,OMNY - Seniors & Disability,14.0,0.0,40.82655,-73.95036
2026-05-21T19:00:00.000,subway,437,145 St (3),Manhattan,omny,OMNY - Full Fare,39.0,0.0,40.82042,-73.93625
2026-05-21T19:00:00.000,subway,437,145 St (3),Manhattan,omny,OMNY - Other,3.0,0.0,40.82042,-73.93625
2026-05-21T19:00:00.000,subway,437,145 St (3),Manhattan,metrocard,Metrocard - Unlimited 7-Day,1.0,0.0,40.82042,-73.93625
2026-05-21T19:00:00.000,subway,437,145 St (3),Manhattan,metrocard,Metrocard - Other,2.0,0.0,40.82042,-73.93625
2026-05-21T19:00:00.000,subway,437,145 St (3),Manhattan,omny,OMNY - Seniors & Disability,3.0,1.0,40.82042,-73.93625
2026-05-21T19:00:00.000,subway,437,145 St (3),Manhattan,omny,OMNY - Students,4.0,0.0,40.82042,-73.93625
2026-05-21T19:00:00.000,subway,437,145 St (3),Manhattan,omny,OMNY - Fair Fare,6.0,0.0,40.82042,-73.93625
2026-05-21T19:00:00.000,subway,151,"145 St (A,C,B,D)",Manhattan,omny,OMNY - Other,16.0,0.0,40.824783,-73.944214
2026-05-21T19:00:00.000,subway,151,"145 St (A,C,B,D)",Manhattan,omny,OMNY - Seniors & Disability,40.0,3.0,40.824783,-73.944214
2026-05-21T19:00:00.000,subway,151,"145 St (A,C,B,D)",Manhattan,omny,OMNY - Full Fare,561.0,16.0,40.824783,-73.944214
2026-05-21T19:00:00.000,subway,151,"145 St (A,C,B,D)",Manhattan,omny,OMNY - Students,63.0,3.0,40.824783,-73.944214
2026-05-21T19:00:00.000,subway,151,"145 St (A,C,B,D)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.824783,-73.944214
2026-05-21T19:00:00.000,subway,151,"145 St (A,C,B,D)",Manhattan,metrocard,Metrocard - Other,6.0,0.0,40.824783,-73.944214
2026-05-21T19:00:00.000,subway,151,"145 St (A,C,B,D)",Manhattan,omny,OMNY - Fair Fare,47.0,1.0,40.824783,-73.944214
2026-05-21T19:00:00.000,subway,151,"145 St (A,C,B,D)",Manhattan,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.824783,-73.944214
2026-05-21T19:00:00.000,subway,603,"149 St-Grand Concourse (2,4,5)",Bronx,metrocard,Metrocard - Other,10.0,0.0,40.818394,-73.92703
2026-05-21T19:00:00.000,subway,603,"149 St-Grand Concourse (2,4,5)",Bronx,omny,OMNY - Seniors & Disability,14.0,2.0,40.818394,-73.92703
2026-05-21T19:00:00.000,subway,603,"149 St-Grand Concourse (2,4,5)",Bronx,omny,OMNY - Fair Fare,25.0,2.0,40.818394,-73.92703
2026-05-21T19:00:00.000,subway,603,"149 St-Grand Concourse (2,4,5)",Bronx,omny,OMNY - Other,15.0,1.0,40.818394,-73.92703
2026-05-21T19:00:00.000,subway,603,"149 St-Grand Concourse (2,4,5)",Bronx,omny,OMNY - Students,45.0,0.0,40.818394,-73.92703
2026-05-21T19:00:00.000,subway,603,"149 St-Grand Concourse (2,4,5)",Bronx,omny,OMNY - Full Fare,242.0,10.0,40.818394,-73.92703
2026-05-21T19:00:00.000,subway,603,"149 St-Grand Concourse (2,4,5)",Bronx,metrocard,Metrocard - Unlimited 30-Day,2.0,0.0,40.818394,-73.92703
2026-05-21T19:00:00.000,subway,601,"14 St/6 Av (1,2,3,L,F,M)",Manhattan,omny,OMNY - Seniors & Disability,125.0,16.0,40.737797,-73.997734
2026-05-21T19:00:00.000,subway,601,"14 St/6 Av (1,2,3,L,F,M)",Manhattan,metrocard,Metrocard - Full Fare,1.0,0.0,40.737797,-73.997734
2026-05-21T19:00:00.000,subway,601,"14 St/6 Av (1,2,3,L,F,M)",Manhattan,omny,OMNY - Other,44.0,0.0,40.737797,-73.997734
2026-05-21T19:00:00.000,subway,601,"14 St/6 Av (1,2,3,L,F,M)",Manhattan,omny,OMNY - Full Fare,2414.0,35.0,40.737797,-73.997734
2026-05-21T19:00:00.000,subway,601,"14 St/6 Av (1,2,3,L,F,M)",Manhattan,omny,OMNY - Students,84.0,2.0,40.737797,-73.997734
2026-05-21T19:00:00.000,subway,601,"14 St/6 Av (1,2,3,L,F,M)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0,40.737797,-73.997734
2026-05-21T19:00:00.000,subway,601,"14 St/6 Av (1,2,3,L,F,M)",Manhattan,metrocard,Metrocard - Other,19.0,0.0,40.737797,-73.997734
2026-05-21T19:00:00.000,subway,601,"14 St/6 Av (1,2,3,L,F,M)",Manhattan,omny,OMNY - Fair Fare,89.0,0.0,40.737797,-73.997734
2026-05-21T19:00:00.000,subway,618,"14 St/8 Av (A,C,E,L)",Manhattan,metrocard,Metrocard - Seniors & Disability,2.0,0.0,40.740334,-74.00214
2026-05-21T19:00:00.000,subway,618,"14 St/8 Av (A,C,E,L)",Manhattan,omny,OMNY - Full Fare,2975.0,28.0,40.740334,-74.00214
2026-05-21T19:00:00.000,subway,618,"14 St/8 Av (A,C,E,L)",Manhattan,omny,OMNY - Other,20.0,0.0,40.740334,-74.00214
2026-05-21T19:00:00.000,subway,618,"14 St/8 Av (A,C,E,L)",Manhattan,omny,OMNY - Seniors & Disability,61.0,3.0,40.740334,-74.00214
2026-05-21T19:00:00.000,subway,618,"14 St/8 Av (A,C,E,L)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,1.0,0.0,40.740334,-74.00214
2026-05-21T19:00:00.000,subway,618,"14 St/8 Av (A,C,E,L)",Manhattan,omny,OMNY - Students,73.0,1.0,40.740334,-74.00214
